entity,is_statewide_total,fiscal_year,eipa_regulated,eipa_total,excess_profit,gross_revenue_regulated,gross_revenue_total,gross_revenue_unregulated,inpatient_admissions,net_operating_revenue_regulated,net_operating_revenue_total,net_operating_revenue_unregulated,net_patient_revenue_regulated,net_patient_revenue_total,net_patient_revenue_unregulated,non_operating_profit,nor_per_eipa_regulated,nor_per_eipa_total,npr_per_eipa_regulated,npr_per_eipa_total,operating_expenses_regulated,operating_expenses_total,operating_expenses_unregulated,operating_profit_regulated,operating_profit_total,operating_profit_unregulated,opex_per_eipa_regulated,opex_per_eipa_total,other_operating_revenue_regulated,other_operating_revenue_total,other_operating_revenue_unregulated,pct_change_excess_profit,pct_change_nor_per_eipa_regulated,pct_change_npr_per_eipa_regulated,pct_change_operating_profit_regulated,pct_change_operating_profit_total,pct_excess_profit_of_total_revenue,pct_operating_profit_of_regulated_nor,pct_operating_profit_of_total_nor,reported_in_reports,n_source_reports,period_labels,name_variants,hosp_num,match_score,matched_name,match_basis,match_confidence,margin_regulated_pct,margin_total_pct
ADVENTIST REHAB HOSPITAL OF MD ROCKVILLE,False,2021,,,243957.0,,45203257.0,,1090.0,,32003799.0,,,30791805.0,,-1538633.0,,,,,,30221210.0,,,1782589.0,,,,,1211994.0,,,,,,,,,,FY2022;FY2023;FY2024,3,CY2021,Adventist Rehab Hospital of MD Rockville*,89,0.824,Adventist Rehab,hscrc_name,medium,,5.57
ADVENTIST REHAB HOSPITAL OF MD ROCKVILLE,False,2022,,,2407054.0,,53786530.0,,1154.0,,30620891.0,,,30281271.0,,-1327779.0,,,,,,26886058.0,,,3734833.0,,,,,339620.0,,,,,,,,,,FY2023;FY2024,2,CY 2022,Adventist Rehab Hospital of MD Rockville*,89,0.824,Adventist Rehab,hscrc_name,medium,,12.2
ADVENTIST REHAB HOSPITAL OF MD ROCKVILLE,False,2023,,,2227311.0,,56820028.0,,1266.0,,34554996.0,,,34281518.0,,-1248063.0,,,,,,31079622.0,,,3475374.0,,,,,273478.0,,,,,,,,,,FY2024,1,CY 2023,Adventist Rehab Hospital of MD Rockville*,89,0.824,Adventist Rehab,hscrc_name,medium,,10.06
ADVENTIST REHAB HOSPITAL OF MD TAKOMA PARK,False,2020,,,2065473.0,,24991074.0,,724.0,,18495277.0,,,17343123.0,,-288898.0,,,,,,16140906.0,,,2354371.0,,,,,1152154.0,,,,,,,,,,FY2021;FY2022;FY2023,3,CY2020,Adventist Rehab Hospital of MD Takoma Park;Adventist Rehab Hospital of MD Takoma Park*,89,0.808,Adventist Rehab,hscrc_name,medium,,12.73
ADVENTIST REHAB HOSPITAL OF MD TAKOMA PARK,False,2021,,,3120573.0,,32538372.0,,886.0,,22382382.0,,,22382267.0,,-899041.0,,,,,,18362768.0,,,4019614.0,,,,,115.0,,,,,,,,,,FY2022;FY2023;FY2024,3,CY2021,Adventist Rehab Hospital of MD Takoma Park*,89,0.808,Adventist Rehab,hscrc_name,medium,,17.96
ADVENTIST REHAB HOSPITAL OF MD TAKOMA PARK,False,2022,,,-1588772.0,,44794886.0,,968.0,,27032287.0,,,26982929.0,,-1961702.0,,,,,,26659357.0,,,372930.0,,,,,49358.0,,,,,,,,,,FY2023;FY2024,2,CY 2022,Adventist Rehab Hospital of MD Takoma Park*,89,0.808,Adventist Rehab,hscrc_name,medium,,1.38
ADVENTIST REHAB HOSPITAL OF MD TAKOMA PARK,False,2023,,,98757.0,,46386058.0,,940.0,,27110607.0,,,27100266.0,,221872.0,,,,,,27233722.0,,,-123115.0,,,,,10341.0,,,,,,,,,,FY2024,1,CY 2023,Adventist Rehab Hospital of MD Takoma Park*,89,0.808,Adventist Rehab,hscrc_name,medium,,-0.45
ADVENTIST WHITE OAK HOSPITAL,False,2017,,,5820123.0,271147900.0,309883540.0,38735640.0,,232966808.0,251734386.0,18767578.0,233023360.0,247978619.0,14955259.0,-2205496.0,,,,,205395368.0,243708767.0,,27571440.0,8025619.0,-19545821.0,,,-56552.0,3755767.0,3812319.0,,,,,,2.33,11.83,3.19,FY2020,1,December 2017,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,11.83,3.19
ADVENTIST WHITE OAK HOSPITAL,False,2018,,,5563376.0,279406300.0,316733097.0,37326797.0,,238697248.0,257347697.0,18650449.0,238456548.0,252652474.0,14195926.0,-145880.0,,,,,212891465.0,251638441.0,,25805783.0,5709256.0,-20096527.0,,,240700.0,4695223.0,4454523.0,,,,,,2.16,10.81,2.22,FY2020;FY2021,2,December 2018,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,10.81,2.22
ADVENTIST WHITE OAK HOSPITAL,False,2019,,,6448182.0,302988400.0,339368066.0,36379666.0,,253454740.0,270537359.0,17082619.0,253143919.0,265866430.0,12722511.0,664543.0,,,,,228558075.0,264753720.0,36195645.0,24896665.0,5783639.0,-19113026.0,,,310821.0,4670929.0,4360108.0,,,,,,2.38,9.82,2.14,FY2020;FY2021;FY2022,3,December 2019,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,9.82,2.14
ADVENTIST WHITE OAK HOSPITAL,False,2020,,,2847186.0,328724800.0,357925592.0,29200792.0,,286222314.0,300154254.0,13931940.0,269701271.0,279798350.0,10097079.0,349855.0,,,,,264790806.0,297656922.0,32866117.0,21431508.0,2497331.0,-18934177.0,,,16521043.0,20355904.0,3834861.0,,,,,,0.95,7.49,0.83,FY2021;FY2022;FY2023,3,December 2020,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,7.49,0.83
ADVENTIST WHITE OAK HOSPITAL,False,2021,,,1832910.0,331339300.0,362066234.0,30726934.0,,299193834.0,316899481.0,17705647.0,276084921.0,286705119.0,10620197.0,310669.0,,,,,276626334.0,315377240.0,38750907.0,22567500.0,1522241.0,-21045259.0,,,23108913.0,30194363.0,7085450.0,,,,,,0.58,7.54,0.48,FY2022;FY2023,2,December 2021,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,7.54,0.48
ADVENTIST WHITE OAK HOSPITAL,False,2022,,,-19004097.0,352793525.0,390005671.0,37212146.0,,291651046.0,309438909.0,17787863.0,289847434.0,300692788.0,10845354.0,252337.0,,,,,290013367.0,328695343.0,38681976.0,1637679.0,-19256434.0,-20894113.0,,,1803612.0,8746121.0,6942509.0,,,,,,-6.14,0.56,-6.22,FY2023,1,December 2022,ADVENTIST WHITE OAK HOSPITAL,16,0.975,Adventist- White Oak,hscrc_name,high,0.56,-6.22
ALL SPECIALTY HOSPITALS,False,2005,,,609600.0,,55790100.0,,1108.0,,44882100.0,,,44767300.0,,-5200.0,,,,,,44267300.0,,,614800.0,,,,,114800.0,,,,,,,,,,FY2007,1,YEAR 2005,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,1.37
ALL SPECIALTY HOSPITALS,False,2006,,,3540400.0,,60749400.0,,1114.0,,51301900.0,,,51146100.0,,893300.0,,,,,,48654800.0,,,2647100.0,,,,,155800.0,,,,,,,,,,FY2007,1,YEAR 2006,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,5.16
ALL SPECIALTY HOSPITALS,False,2007,,,2351900.0,,65540100.0,,1094.0,,54559600.0,,,54046600.0,,1115000.0,,,,,,53322700.0,,,1236900.0,,,,,513000.0,,,,,,,,,,FY2007;FY2009,2,YEAR 2007,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,2.27
ALL SPECIALTY HOSPITALS,False,2008,,,6838264.0,,362312774.0,,16212.0,,301315121.0,,,296493374.0,,-3608330.0,,,,,,290868527.0,,,10446594.0,,,,,4821747.0,,,,,,,,,,FY2009;FY2010,2,YEAR 2008,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,3.47
ALL SPECIALTY HOSPITALS,False,2009,,,-5345200.0,,61408500.0,,900.0,,50560800.0,,,50631300.0,,-1447200.0,,,,,,54458800.0,,,-3898000.0,,,,,-70500.0,,,,,,,,,,FY2009;FY2010;FY2011,3,YEAR 2009,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,-7.71
ALL SPECIALTY HOSPITALS,False,2010,,,-1417554.0,,59517400.0,,891.0,,48937287.0,,,48818390.0,,176054.0,,,,,,50530895.0,,,-1593607.0,,,,,118898.0,,,,,,,,,,FY2010;FY2011;FY2012,3,YEAR 2010,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,-3.26
ALL SPECIALTY HOSPITALS,False,2011,,,-3220000.0,,57787100.0,,910.0,,48134630.0,,,48149100.0,,-1032297.0,,,,,,50322333.0,,,-2187703.0,,,,,-14470.0,,,,,,,,,,FY2011;FY2012;FY2013,3,YEAR 2011,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,-4.54
ALL SPECIALTY HOSPITALS,False,2012,,,-25311700.0,,46079400.0,,645.0,,38957953.0,,,38958000.0,,-2463837.0,,,,,,61805816.0,,,-22847863.0,,,,,-47.0,,,,,,,,,,FY2012;FY2013;FY2014,3,YEAR 2012,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,-58.65
ALL SPECIALTY HOSPITALS,False,2013,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,FY2013;FY2014,2,YEAR 2013,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,
ALL SPECIALTY HOSPITALS,False,2014,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,FY2014,1,YEAR 2014,ALL SPECIALTY HOSPITALS;University Specialty Hospital,,0.475,,UNMATCHED,none,,
ALL SPECIALTY HOSPITALS,False,2016,,,25806729.0,,353829271.0,,16756.0,,390866602.0,,,281267798.0,,2070417.0,,,,,,367130290.0,,,23736312.0,,,,,109598804.0,,,,,,,,,,FY2018,1,FY 2016,ALL SPECIALTY HOSPITALS,,0.475,,UNMATCHED,none,,6.07
ALL SPECIALTY HOSPITALS,False,2017,,,26233330.0,,368897190.0,,16643.0,,406899669.0,,,296793792.0,,12213820.0,,,,,,392880159.0,,,14019510.0,,,,,110105878.0,,,,,,,,,,FY2018,1,FY 2017,ALL SPECIALTY HOSPITALS,,0.475,,UNMATCHED,none,,3.45
ALL SPECIALTY HOSPITALS,False,2018,,,14179815.0,,377869808.0,,3762851.0,,405897398.0,,,302998754.0,,8007254.0,,,,,,399724837.0,,,6172561.0,,,,,102898644.0,,,,,,,,,,FY2018,1,FY 2018,ALL SPECIALTY HOSPITALS,,0.475,,UNMATCHED,none,,1.52
ANNE ARUNDEL MEDICAL CENTER,False,2007,,,,325941900.0,344441413.0,18499513.0,,300339151.0,323089948.0,,291589361.0,300623348.0,9033987.0,,8690.87,9283.31,8437.68,8637.78,272430922.0,303889040.0,,,,,7883.3,8731.61,8749790.0,22466600.0,13716810.0,,,,,,,,,FY2009,1,June 2007,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,,
ANNE ARUNDEL MEDICAL CENTER,False,2008,,,,361340400.0,384455309.0,23114909.0,,329497859.0,353641965.0,,322026051.0,331653167.0,9627116.0,,9353.49,9847.88,9141.39,9235.55,297433067.0,331664000.0,,,,,8443.26,9235.86,7471808.0,21988798.0,14516990.0,,,,,,,,,FY2009;FY2010,2,June 2008,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,,
ANNE ARUNDEL MEDICAL CENTER,False,2009,,,,392507100.0,419911987.0,27404887.0,,349124785.0,377044538.0,,344010185.0,356024056.0,12013871.0,,9404.18,10063.63,9266.41,9502.58,323481921.0,360110000.0,,,,,8713.45,9611.63,5114600.0,21020482.0,15905882.0,,,,,,,,,FY2009;FY2010;FY2011,3,June 2009,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,,
ANNE ARUNDEL MEDICAL CENTER,False,2010,,,34665569.0,415890500.0,448638767.0,32748267.0,,360830187.0,391501869.0,,358018187.0,372855046.0,14836859.0,17237000.0,9440.38,10053.54,9366.81,9574.7,338052332.0,374073300.0,,,,,8844.44,9605.98,2812000.0,18646823.0,15834823.0,260.2,0.38,1.08,-11.17,2.92,8.48,6.31,4.45,FY2010;FY2011;FY2012,3,June 2010,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,,
ANNE ARUNDEL MEDICAL CENTER,False,2011,,,61091188.0,461358800.0,471728313.0,10369513.0,,399181346.0,424488491.0,,395773822.0,404630292.0,8856470.0,41077000.0,9704.41,10191.61,9621.57,9714.83,371871480.0,404474303.0,,,,,9040.48,9711.08,3407524.0,19858199.0,16450675.0,76.23,2.8,2.72,19.9,14.84,13.12,6.84,4.71,FY2011;FY2012;FY2013,3,June 2011,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,,
ANNE ARUNDEL MEDICAL CENTER,False,2012,,,-31996892.0,523717000.0,535464200.0,11747200.0,,444839660.0,470645415.0,25805755.0,435998560.0,444956660.0,8958100.0,-41045021.0,9667.03,10003.44,9474.9,9457.44,421842523.0,461597285.0,,22997137.0,9048130.0,-13949007.0,9167.26,9811.13,8841100.0,25688755.0,16847655.0,-152.38,-0.39,-1.52,-15.79,-54.79,-7.45,5.17,1.92,FY2012;FY2013;FY2014,3,June 2012,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,5.17,1.92
ANNE ARUNDEL MEDICAL CENTER,False,2013,,,45341200.0,541867800.0,550245000.0,8377200.0,,452202600.0,477514600.0,25312000.0,444013900.0,451478400.0,7464500.0,44226600.0,9217.56,9585.32,9050.64,9062.69,436200149.0,476400000.0,,16002451.0,1114600.0,-14887851.0,8891.37,9562.95,8188700.0,26036200.0,17847500.0,,,,,,8.69,3.54,0.23,FY2013;FY2014;FY2015,3,June 2013,Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,3.54,0.23
ANNE ARUNDEL MEDICAL CENTER,False,2014,,,39203200.0,554132400.0,561001000.0,6868600.0,,458528800.0,484029690.0,25500890.0,451481300.0,458034700.0,6553400.0,27091100.0,,,,,433202797.0,471917600.0,,25326003.0,12112100.0,-13213903.0,,,7047500.0,25994990.0,18947490.0,,,,,,7.67,5.52,2.5,FY2014;FY2015;FY2016,3,June 2014,ANNE ARUNDEL MEDICAL CENTER;Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,5.52,2.5
ANNE ARUNDEL MEDICAL CENTER,False,2015,,,-16185791.0,562952500.0,569757900.0,6805400.0,,484515009.0,510908709.0,26393700.0,477344509.0,483955809.0,6611300.0,-40992000.0,,,,,437421849.0,486102500.0,,47093161.0,24806209.0,-22286951.0,,,7170500.0,26952900.0,19782400.0,,,,,,-3.44,9.72,4.86,FY2015;FY2016;FY2017,3,June 2015,ANNE ARUNDEL MEDICAL CENTER;Anne Arundel Medical Center,23,0.975,Anne Arundel,short_name,high,9.72,4.86
ANNE ARUNDEL MEDICAL CENTER,False,2016,,,-12410456.0,576313300.0,583255200.0,6941900.0,,503753544.0,516508144.0,12754600.0,497838744.0,504205444.0,6366700.0,-37898800.0,,,,,451531237.0,491019800.0,,52222307.0,25488344.0,-26733963.0,,,5914800.0,12302700.0,6387900.0,,,,,,-2.59,10.37,4.93,FY2016;FY2017;FY2018,3,June 2016,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,10.37,4.93
ANNE ARUNDEL MEDICAL CENTER,False,2017,,,79451967.0,601774600.0,609966134.0,8191534.0,,518838053.0,534851941.0,16013888.0,515360553.0,523006941.0,7646388.0,64008993.0,,,,,477719120.0,519408967.0,,41118933.0,15442974.0,-25675959.0,,,3477500.0,11845000.0,8367500.0,,,,,,13.27,7.93,2.89,FY2017;FY2018;FY2019,3,June 2017,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,7.93,2.89
ANNE ARUNDEL MEDICAL CENTER,False,2018,,,57575958.0,632980900.0,642944490.0,9963590.0,,548358368.0,560206958.0,11848590.0,545511252.0,549206942.0,3695690.0,28338000.0,,,,,490791240.0,530969000.0,,57567128.0,29237958.0,-28329170.0,,,2847116.0,11000016.0,8152900.0,,,,,,9.78,10.5,5.22,FY2018;FY2019;FY2020,3,June 2018,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,10.5,5.22
ANNE ARUNDEL MEDICAL CENTER,False,2019,,,17094099.0,639656500.0,651784704.0,12128204.0,,565394363.0,578422048.0,13027685.0,560834275.0,565001061.0,4166785.0,-4659955.0,,,,,514500698.0,556667994.0,,50893665.0,21754054.0,-29139611.0,,,4560087.0,13420987.0,8860900.0,,,,,,2.98,9.0,3.76,FY2019;FY2020;FY2021,3,June 2019,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,9.0,3.76
ANNE ARUNDEL MEDICAL CENTER,False,2020,,,-54715314.0,640390900.0,666834773.0,26443873.0,,581218374.0,599462686.0,18244312.0,552362723.0,562752735.0,10390012.0,-69144000.0,,,,,529014082.0,585034000.0,56019918.0,52204292.0,14428686.0,-37775606.0,,,28855651.0,36709951.0,7854300.0,,,,,,-10.32,8.98,2.41,FY2020;FY2021;FY2022,3,June 2020,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,8.98,2.41
ANNE ARUNDEL MEDICAL CENTER,False,2021,,,173264665.0,699721900.0,730835286.0,31113386.0,,629269094.0,646720385.0,17451292.0,603920699.0,615950298.0,12029599.0,122405738.0,,,,,539122954.0,595861458.0,56738504.0,90146140.0,50858928.0,-39287212.0,,,25348394.0,30770087.0,5421693.0,,,,,,22.53,14.33,7.86,FY2021;FY2022;FY2023,3,June 2021,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,14.33,7.86
ANNE ARUNDEL MEDICAL CENTER,False,2022,,,-27828669.0,724138500.0,760589504.0,36451004.0,,639647925.0,665904431.0,26256505.0,630312825.0,643763631.0,13450805.0,-10882000.0,,,,,612124120.0,682851100.0,70726980.0,27523805.0,-16946669.0,-44470474.0,,,9335100.0,22140800.0,12805700.0,,,,,,-4.25,4.3,-2.54,FY2022;FY2023,2,June 2022,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,4.3,-2.54
ANNE ARUNDEL MEDICAL CENTER,False,2023,,,37264937.0,749524800.0,781013684.0,31488884.0,,615569509.0,636926937.0,21357428.0,608630183.0,620930937.0,12300754.0,47448000.0,,,,,580138043.0,647110000.0,66971957.0,35431466.0,-10183063.0,-45614529.0,,,6939326.0,15996000.0,9056674.0,,,,,,5.45,5.76,-1.6,FY2023,1,June 2023,ANNE ARUNDEL MEDICAL CENTER,23,0.975,Anne Arundel,short_name,high,5.76,-1.6
ASCENSION SAINT AGNES HOSPITAL,False,2019,,,,430110500.0,611495691.0,181385191.0,,357252964.0,446923834.0,89670869.0,355477189.0,435786085.0,80308896.0,,,,,,309352601.0,448603017.0,,47900363.0,-1679183.0,-49579546.0,,,1775776.0,11137749.0,9361973.0,,,,,,,,,FY2021,1,June 2019,ASCENSION SAINT AGNES HOSPITAL,11,1.0,Ascension Saint Agnes Hospital,name_history,high,13.41,-0.38
ASCENSION SAINT AGNES HOSPITAL,False,2020,,,,420145400.0,584131647.0,163986247.0,,373270074.0,455912204.0,82642130.0,343989149.0,416756248.0,72767099.0,,,,,,323857482.0,460152903.0,136295421.0,49412592.0,-4240699.0,-53653292.0,,,29280925.0,39155956.0,9875031.0,,,,,,,,,FY2021;FY2022,2,June 2020,ASCENSION SAINT AGNES HOSPITAL,11,1.0,Ascension Saint Agnes Hospital,name_history,high,13.24,-0.93
ASCENSION SAINT AGNES HOSPITAL,False,2021,,,,434079800.0,606691661.0,172611861.0,,401111272.0,495406443.0,94295171.0,370028271.0,450242093.0,80213822.0,3435404.0,,,,,319302548.0,462155267.0,142852719.0,81808723.0,33251175.0,-48557548.0,,,31083000.0,45164350.0,14081350.0,,,,,,,,,FY2021;FY2022;FY2023,3,June 2021,ASCENSION SAINT AGNES HOSPITAL,11,1.0,Ascension Saint Agnes Hospital,name_history,high,20.4,6.71
ASCENSION SAINT AGNES HOSPITAL,False,2022,,,,472142600.0,657135416.0,184992816.0,,411263926.0,507412494.0,96148567.0,398306873.0,479737255.0,81430382.0,-3596439.0,,,,,338784720.0,498806276.0,160021556.0,72479206.0,8606217.0,-63872988.0,,,12957053.0,27675239.0,14718186.0,,,,,,,,,FY2022;FY2023,2,June 2022,ASCENSION SAINT AGNES HOSPITAL,11,1.0,Ascension Saint Agnes Hospital,name_history,high,17.62,1.7
ASCENSION SAINT AGNES HOSPITAL,False,2023,,,,515518500.0,709298275.0,193779775.0,,457663972.0,556864376.0,99200404.0,423061677.0,506662240.0,83600563.0,-1017782.0,,,,,369041490.0,537598734.0,168557244.0,88622482.0,19265642.0,-69356840.0,,,34602295.0,50202136.0,15599841.0,,,,,,,,,FY2023,1,June 2023,ASCENSION SAINT AGNES HOSPITAL,11,1.0,Ascension Saint Agnes Hospital,name_history,high,19.36,3.46
ASCENSION ST AGNES HOSPITAL,False,2022,,,5009778.0,472142600.0,657135416.0,184992816.0,,411263926.0,507412494.0,96148567.0,398306873.0,479737255.0,81430382.0,-3596439.0,,,,,338784720.0,498806276.0,160021556.0,72479206.0,8606217.0,-63872988.0,,,12957053.0,27675239.0,14718186.0,,,,,,0.99,17.62,1.7,FY2024,1,June 2022,Ascension St. Agnes Hospital,11,0.935,Ascension Saint Agnes Hospital,name_history,high,17.62,1.7
ASCENSION ST AGNES HOSPITAL,False,2023,,,18247860.0,515518500.0,709298275.0,193779775.0,,457663972.0,556864376.0,99200404.0,423061677.0,506662240.0,83600563.0,-1017782.0,,,,,369041490.0,537598734.0,168557244.0,88622482.0,19265642.0,-69356840.0,,,34602295.0,50202136.0,15599841.0,,,,,,3.27,19.36,3.46,FY2024,1,June 2023,Ascension St. Agnes Hospital,11,0.935,Ascension Saint Agnes Hospital,name_history,high,19.36,3.46
ASCENSION ST AGNES HOSPITAL,False,2024,,,-27040285.0,494805400.0,695795309.0,200989909.0,,410633521.0,517390713.0,106757193.0,405179556.0,476930912.0,71751356.0,1409672.0,,,,,359252800.0,545840670.0,186587870.0,51380720.0,-28449957.0,-79830677.0,,,5453965.0,40459801.0,35005836.0,,,,,,-5.19,12.51,-5.5,FY2024,1,June 2024,Ascension St. Agnes Hospital,11,0.935,Ascension Saint Agnes Hospital,name_history,high,12.51,-5.5
ATLANTIC GENERAL HOSPITAL,False,2007,,,,63648000.0,74559875.0,10911875.0,,55416100.0,62549775.0,,55389500.0,62201175.0,6811675.0,,7498.47,7225.07,7494.87,7184.8,48706258.0,61073979.0,,,,,6590.55,7054.6,26600.0,348600.0,322000.0,,,,,,,,,FY2009,1,June 2007,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,,
ATLANTIC GENERAL HOSPITAL,False,2008,,,,73435000.0,84826230.0,11391230.0,,64164500.0,71929030.0,,64089800.0,71470830.0,7381030.0,,8839.3,8578.28,8829.01,8523.64,54458617.0,67839750.0,,,,,7502.22,8090.59,74700.0,458200.0,383500.0,,,,,,,,,FY2009;FY2010,2,June 2008,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,,
ATLANTIC GENERAL HOSPITAL,False,2009,,,,76484900.0,88464555.0,11979655.0,,66165700.0,74378755.0,,66120200.0,73937455.0,7817255.0,,8671.07,8427.43,8665.1,8377.42,59338561.0,74135459.0,,,,,7776.37,8399.86,45500.0,441300.0,395800.0,,,,,,,,,FY2009;FY2010;FY2011,3,June 2009,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,,
ATLANTIC GENERAL HOSPITAL,False,2010,,,2126542.0,84190900.0,98601325.0,14410425.0,,70992991.0,80553320.0,,70677900.0,79609225.0,8931325.0,1262244.0,8603.82,8335.69,8565.63,8237.99,63446909.0,79689022.0,,,,,7689.29,8246.25,315091.0,944095.0,629004.0,68.45,-0.78,-1.15,10.53,255.25,2.6,10.63,1.07,FY2010;FY2011;FY2012,3,June 2010,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,,
ATLANTIC GENERAL HOSPITAL,False,2011,,,1787444.0,88149000.0,104118652.0,15969652.0,,73442979.0,83226124.0,,73273700.0,82354552.0,9080852.0,1532896.0,8537.64,8190.99,8517.96,8105.21,65558492.0,82971576.0,,,,,7621.08,8165.93,169279.0,871572.0,702293.0,-15.95,-0.77,-0.56,4.48,-70.55,2.11,10.74,0.31,FY2011;FY2012;FY2013,3,June 2011,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,,
ATLANTIC GENERAL HOSPITAL,False,2012,,,1456040.0,95474200.0,111639528.0,16165328.0,,77465536.0,87725781.0,10260245.0,77261700.0,86680928.0,9419228.0,899431.0,10170.77,9850.1,10144.01,9732.78,69630609.0,87169172.0,,7834927.0,556609.0,-7278318.0,9142.09,9787.6,203836.0,1044853.0,841017.0,-18.54,19.13,19.09,-0.63,118.67,1.64,10.11,0.63,FY2012;FY2013;FY2014,3,June 2012,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,10.11,0.63
ATLANTIC GENERAL HOSPITAL,False,2013,,,2725952.0,99487100.0,119611752.0,20124652.0,,83043595.0,95449653.0,12406058.0,81125900.0,92207352.0,11081452.0,1499225.0,10474.05,10013.27,10232.18,9673.13,73821246.0,94222926.0,,9222349.0,1226727.0,-7995621.0,9310.86,9884.58,1917695.0,3242301.0,1324606.0,,,,,,2.81,11.11,1.29,FY2013;FY2014;FY2015,3,June 2013,Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,11.11,1.29
ATLANTIC GENERAL HOSPITAL,False,2014,,,6274080.0,102693200.0,128107208.0,25414008.0,,90454193.0,105447723.0,14993530.0,89143246.0,102923654.0,13780408.0,2461360.0,,,,,76554862.0,101635006.0,,13899332.0,3812719.0,-10086613.0,,,1310947.0,2524069.0,1213122.0,,,,,,5.81,15.37,3.62,FY2014;FY2015;FY2016,3,June 2014,ATLANTIC GENERAL HOSPITAL;Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,15.37,3.62
ATLANTIC GENERAL HOSPITAL,False,2015,,,2442300.0,102371000.0,144927300.0,42556300.0,,89932400.0,109202800.0,19270400.0,88616700.0,106120000.0,17503300.0,1560200.0,,,,,75395800.0,108320800.0,,14536600.0,882000.0,-13654600.0,,,1315700.0,3082800.0,1767100.0,,,,,,2.2,16.16,0.81,FY2015;FY2016;FY2017,3,June 2015,ATLANTIC GENERAL HOSPITAL;Atlantic General Hospital,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,16.16,0.81
ATLANTIC GENERAL HOSPITAL,False,2016,,,2423915.0,105461500.0,156123826.0,50662326.0,,90875724.0,115064957.0,24189233.0,90081400.0,111487826.0,21406426.0,263569.0,,,,,75915305.0,112904611.0,,14960419.0,2160346.0,-12800074.0,,,794324.0,3577131.0,2782807.0,,,,,,2.1,16.46,1.88,FY2016;FY2017;FY2018,3,June 2016,ATLANTIC GENERAL HOSPITAL,61,1.0,ATLANTIC GENERAL HOSPITAL,cms_name,high,16.46,1.88
